Mon Sep  5 04:00:00 UTC 2022 | FAIL
Mon Sep  5 04:24:24 UTC 2022 | 12.533 ms
Mon Sep  5 04:24:25 UTC 2022 | 13.159 ms
Mon Sep  5 04:24:26 UTC 2022 | 12.947 ms
Mon Sep  5 04:24:27 UTC 2022 | 12.178 ms
Mon Sep  5 04:24:28 UTC 2022 | 11.948 ms
Mon Sep  5 04:24:29 UTC 2022 | 12.312 ms
Mon Sep  5 04:24:30 UTC 2022 | 12.696 ms
Mon Sep  5 04:24:31 UTC 2022 | 12.313 ms
Mon Sep  5 04:24:32 UTC 2022 | 12.760 ms
Mon Sep  5 04:24:33 UTC 2022 | 110.078 ms
Mon Sep  5 04:24:34 UTC 2022 | 12.253 ms
Mon Sep  5 04:24:35 UTC 2022 | 12.297 ms
Mon Sep  5 04:24:37 UTC 2022 | 13.275 ms
Mon Sep  5 04:24:38 UTC 2022 | 12.269 ms
Mon Sep  5 04:24:39 UTC 2022 | 14.041 ms
Mon Sep  5 04:24:40 UTC 2022 | 12.528 ms
Mon Sep  5 04:24:41 UTC 2022 | 13.196 ms
Mon Sep  5 04:24:42 UTC 2022 | 12.339 ms
Mon Sep  5 04:24:43 UTC 2022 | 12.114 ms
Mon Sep  5 04:24:44 UTC 2022 | 12.746 ms
Mon Sep  5 04:24:45 UTC 2022 | 12.835 ms
Mon Sep  5 04:24:46 UTC 2022 | 12.821 ms
Mon Sep  5 04:24:47 UTC 2022 | 12.818 ms
Mon Sep  5 04:24:48 UTC 2022 | 12.361 ms
Mon Sep  5 04:24:49 UTC 2022 | 12.774 ms
Mon Sep  5 04:24:50 UTC 2022 | 12.478 ms
Mon Sep  5 04:24:51 UTC 2022 | 11.721 ms
Mon Sep  5 04:24:52 UTC 2022 | 12.108 ms
Mon Sep  5 04:24:53 UTC 2022 | 12.335 ms
Mon Sep  5 04:24:54 UTC 2022 | 12.493 ms
Mon Sep  5 04:24:55 UTC 2022 | 12.397 ms
Mon Sep  5 04:24:56 UTC 2022 | 12.515 ms
Mon Sep  5 04:24:57 UTC 2022 | 11.906 ms
Mon Sep  5 04:24:58 UTC 2022 | 12.336 ms
Mon Sep  5 04:24:59 UTC 2022 | 12.465 ms
Mon Sep  5 04:25:01 UTC 2022 | 12.507 ms
Mon Sep  5 04:25:02 UTC 2022 | 12.058 ms
Mon Sep  5 04:25:03 UTC 2022 | 12.166 ms
Mon Sep  5 04:25:04 UTC 2022 | 14.271 ms
Mon Sep  5 04:25:05 UTC 2022 | 12.210 ms
Mon Sep  5 04:25:06 UTC 2022 | 12.437 ms
Mon Sep  5 04:25:07 UTC 2022 | 14.425 ms
Mon Sep  5 04:25:08 UTC 2022 | 12.554 ms
Mon Sep  5 04:25:09 UTC 2022 | 12.774 ms
Mon Sep  5 04:25:10 UTC 2022 | 12.953 ms
Mon Sep  5 04:25:11 UTC 2022 | 12.079 ms
Mon Sep  5 04:25:12 UTC 2022 | 11.797 ms
Mon Sep  5 04:25:13 UTC 2022 | 11.841 ms
Mon Sep  5 04:25:14 UTC 2022 | 11.785 ms
Mon Sep  5 04:25:15 UTC 2022 | 11.895 ms
Mon Sep  5 04:25:16 UTC 2022 | 12.314 ms
Mon Sep  5 04:25:17 UTC 2022 | 12.634 ms
Mon Sep  5 04:25:18 UTC 2022 | 12.939 ms
Mon Sep  5 04:25:19 UTC 2022 | 12.488 ms
Mon Sep  5 04:25:20 UTC 2022 | 12.109 ms
Mon Sep  5 04:25:21 UTC 2022 | 80.687 ms
Mon Sep  5 04:25:23 UTC 2022 | 12.229 ms
Mon Sep  5 04:25:24 UTC 2022 | 15.215 ms
Mon Sep  5 04:25:25 UTC 2022 | 11.706 ms
Mon Sep  5 04:25:26 UTC 2022 | 13.196 ms
Mon Sep  5 04:25:27 UTC 2022 | 11.930 ms
Mon Sep  5 04:25:28 UTC 2022 | 14.887 ms
Mon Sep  5 04:25:29 UTC 2022 | 12.609 ms
Mon Sep  5 04:25:30 UTC 2022 | 11.719 ms
Mon Sep  5 04:25:31 UTC 2022 | 12.897 ms
Mon Sep  5 04:25:32 UTC 2022 | 12.279 ms
Mon Sep  5 04:25:33 UTC 2022 | 12.373 ms
Mon Sep  5 04:25:34 UTC 2022 | 12.265 ms
Mon Sep  5 04:25:35 UTC 2022 | 11.669 ms
Mon Sep  5 04:25:36 UTC 2022 | 12.743 ms
Mon Sep  5 04:25:37 UTC 2022 | 13.924 ms
Mon Sep  5 04:25:38 UTC 2022 | 13.182 ms
Mon Sep  5 04:25:39 UTC 2022 | 12.859 ms
Mon Sep  5 04:25:40 UTC 2022 | 12.373 ms
Mon Sep  5 04:25:41 UTC 2022 | 12.490 ms
Mon Sep  5 04:25:42 UTC 2022 | 15.578 ms
Mon Sep  5 04:25:43 UTC 2022 | 12.780 ms
Mon Sep  5 04:25:44 UTC 2022 | 12.722 ms
Mon Sep  5 04:25:45 UTC 2022 | 12.029 ms
Mon Sep  5 04:25:47 UTC 2022 | 12.315 ms
Mon Sep  5 04:25:48 UTC 2022 | 12.398 ms
Mon Sep  5 04:25:49 UTC 2022 | 11.515 ms
Mon Sep  5 04:25:50 UTC 2022 | 12.924 ms
Mon Sep  5 04:25:51 UTC 2022 | 11.823 ms
Mon Sep  5 04:25:52 UTC 2022 | 11.822 ms
Mon Sep  5 04:25:53 UTC 2022 | 12.561 ms
Mon Sep  5 04:25:54 UTC 2022 | 13.892 ms
Mon Sep  5 04:25:55 UTC 2022 | 13.110 ms
Mon Sep  5 04:25:56 UTC 2022 | 12.933 ms
Mon Sep  5 04:25:57 UTC 2022 | 11.898 ms
Mon Sep  5 04:25:58 UTC 2022 | 14.989 ms
Mon Sep  5 04:25:59 UTC 2022 | 12.272 ms
Mon Sep  5 04:26:00 UTC 2022 | 14.310 ms
Mon Sep  5 04:26:01 UTC 2022 | 12.174 ms
Mon Sep  5 04:26:02 UTC 2022 | 11.805 ms
Mon Sep  5 04:26:03 UTC 2022 | 12.402 ms
Mon Sep  5 04:26:04 UTC 2022 | 12.298 ms
Mon Sep  5 04:26:05 UTC 2022 | 13.588 ms
Mon Sep  5 04:26:06 UTC 2022 | 14.659 ms
Mon Sep  5 04:26:07 UTC 2022 | 12.387 ms
Mon Sep  5 04:26:08 UTC 2022 | 12.207 ms
Mon Sep  5 04:26:10 UTC 2022 | 12.261 ms
Mon Sep  5 04:26:11 UTC 2022 | 12.954 ms
Mon Sep  5 04:26:12 UTC 2022 | 12.468 ms
Mon Sep  5 04:26:13 UTC 2022 | 11.616 ms
Mon Sep  5 04:26:14 UTC 2022 | 12.233 ms
Mon Sep  5 04:26:15 UTC 2022 | 12.860 ms
Mon Sep  5 04:26:16 UTC 2022 | 12.630 ms
Mon Sep  5 04:26:17 UTC 2022 | 12.283 ms
Mon Sep  5 04:26:18 UTC 2022 | 14.955 ms
Mon Sep  5 04:26:19 UTC 2022 | 12.374 ms
Mon Sep  5 04:26:20 UTC 2022 | 12.657 ms
Mon Sep  5 04:26:21 UTC 2022 | 12.384 ms
Mon Sep  5 04:26:22 UTC 2022 | 13.778 ms
Mon Sep  5 04:26:23 UTC 2022 | 11.555 ms
Mon Sep  5 04:26:24 UTC 2022 | 14.937 ms
Mon Sep  5 04:26:25 UTC 2022 | 13.737 ms
Mon Sep  5 04:26:26 UTC 2022 | 12.245 ms
Mon Sep  5 04:26:27 UTC 2022 | 12.592 ms
Mon Sep  5 04:26:28 UTC 2022 | 12.282 ms
Mon Sep  5 04:26:29 UTC 2022 | 107.834 ms
Mon Sep  5 04:26:31 UTC 2022 | 12.825 ms
Mon Sep  5 04:26:32 UTC 2022 | 12.326 ms
Mon Sep  5 04:26:33 UTC 2022 | 13.032 ms
Mon Sep  5 04:26:34 UTC 2022 | 16.813 ms
Mon Sep  5 04:26:35 UTC 2022 | 267.309 ms
Mon Sep  5 04:26:36 UTC 2022 | 11.848 ms
Mon Sep  5 04:26:37 UTC 2022 | 12.792 ms
Mon Sep  5 04:26:38 UTC 2022 | 13.719 ms
Mon Sep  5 04:26:39 UTC 2022 | 12.975 ms
Mon Sep  5 04:26:40 UTC 2022 | 12.226 ms
Mon Sep  5 04:26:41 UTC 2022 | 12.008 ms
Mon Sep  5 04:26:42 UTC 2022 | FAIL
Mon Sep  5 04:26:53 UTC 2022 | 117.008 ms
Mon Sep  5 04:26:54 UTC 2022 | 147.055 ms
Mon Sep  5 04:26:56 UTC 2022 | 12.573 ms
Mon Sep  5 04:26:57 UTC 2022 | 13.140 ms
Mon Sep  5 04:26:58 UTC 2022 | 11.771 ms
Mon Sep  5 04:26:59 UTC 2022 | 13.552 ms
Mon Sep  5 04:27:00 UTC 2022 | 12.062 ms
Mon Sep  5 04:27:01 UTC 2022 | 12.219 ms
Mon Sep  5 04:27:02 UTC 2022 | 11.734 ms
Mon Sep  5 04:27:03 UTC 2022 | 12.369 ms
Mon Sep  5 04:27:04 UTC 2022 | 12.204 ms
Mon Sep  5 04:27:05 UTC 2022 | 13.178 ms
Mon Sep  5 04:27:06 UTC 2022 | 12.209 ms
Mon Sep  5 04:27:07 UTC 2022 | 12.493 ms
Mon Sep  5 04:27:08 UTC 2022 | 12.099 ms
Mon Sep  5 04:27:09 UTC 2022 | 12.845 ms
Mon Sep  5 04:27:10 UTC 2022 | 12.731 ms
Mon Sep  5 04:27:11 UTC 2022 | 12.160 ms
Mon Sep  5 04:27:12 UTC 2022 | 13.270 ms
Mon Sep  5 04:27:13 UTC 2022 | 12.817 ms
Mon Sep  5 04:27:14 UTC 2022 | 12.023 ms
Mon Sep  5 04:27:15 UTC 2022 | 12.341 ms
Mon Sep  5 04:27:17 UTC 2022 | 12.693 ms
Mon Sep  5 04:27:18 UTC 2022 | 12.468 ms
Mon Sep  5 04:27:19 UTC 2022 | 137.462 ms
Mon Sep  5 04:27:20 UTC 2022 | 12.521 ms
Mon Sep  5 04:27:21 UTC 2022 | 12.636 ms
Mon Sep  5 04:27:22 UTC 2022 | 12.822 ms
Mon Sep  5 04:27:23 UTC 2022 | 12.977 ms
Mon Sep  5 04:27:24 UTC 2022 | 12.016 ms
Mon Sep  5 04:27:25 UTC 2022 | 13.309 ms
Mon Sep  5 04:27:26 UTC 2022 | 15.476 ms
Mon Sep  5 04:27:27 UTC 2022 | 12.217 ms
Mon Sep  5 04:27:28 UTC 2022 | 15.045 ms
Mon Sep  5 04:27:29 UTC 2022 | 12.236 ms
Mon Sep  5 04:27:30 UTC 2022 | 14.579 ms
Mon Sep  5 04:27:31 UTC 2022 | 12.257 ms
Mon Sep  5 04:27:32 UTC 2022 | 11.877 ms
Mon Sep  5 04:27:33 UTC 2022 | 12.814 ms
Mon Sep  5 04:27:34 UTC 2022 | 12.746 ms
Mon Sep  5 04:27:36 UTC 2022 | 13.376 ms
Mon Sep  5 04:27:37 UTC 2022 | 12.834 ms
Mon Sep  5 04:27:38 UTC 2022 | 12.627 ms
Mon Sep  5 04:27:39 UTC 2022 | 12.583 ms
Mon Sep  5 04:27:40 UTC 2022 | 12.461 ms
Mon Sep  5 04:27:41 UTC 2022 | 12.326 ms
Mon Sep  5 04:27:42 UTC 2022 | 12.016 ms
Mon Sep  5 04:27:43 UTC 2022 | 18.529 ms
Mon Sep  5 04:27:44 UTC 2022 | 17.835 ms
Mon Sep  5 04:27:45 UTC 2022 | 13.326 ms
Mon Sep  5 04:27:46 UTC 2022 | 28.991 ms
Mon Sep  5 04:27:47 UTC 2022 | 12.648 ms
Mon Sep  5 04:27:48 UTC 2022 | 12.850 ms
Mon Sep  5 04:27:49 UTC 2022 | 12.820 ms
Mon Sep  5 04:27:50 UTC 2022 | 12.819 ms
Mon Sep  5 04:27:51 UTC 2022 | 12.765 ms
Mon Sep  5 04:27:52 UTC 2022 | 13.131 ms
Mon Sep  5 04:27:53 UTC 2022 | 14.758 ms
Mon Sep  5 04:27:54 UTC 2022 | 12.956 ms
Mon Sep  5 04:27:55 UTC 2022 | 12.509 ms
Mon Sep  5 04:27:56 UTC 2022 | 12.845 ms
Mon Sep  5 04:27:58 UTC 2022 | 12.995 ms
Mon Sep  5 04:27:59 UTC 2022 | 12.224 ms
Mon Sep  5 04:28:00 UTC 2022 | 12.579 ms
Mon Sep  5 04:28:01 UTC 2022 | 12.451 ms
Mon Sep  5 04:28:02 UTC 2022 | 13.030 ms
Mon Sep  5 04:28:03 UTC 2022 | 12.768 ms
Mon Sep  5 04:28:04 UTC 2022 | 13.196 ms
Mon Sep  5 04:28:05 UTC 2022 | 16.567 ms
Mon Sep  5 04:28:06 UTC 2022 | 12.645 ms
Mon Sep  5 04:28:07 UTC 2022 | 13.663 ms
Mon Sep  5 04:28:08 UTC 2022 | 12.871 ms
Mon Sep  5 04:28:09 UTC 2022 | 14.018 ms
Mon Sep  5 04:28:10 UTC 2022 | 13.122 ms
Mon Sep  5 04:28:11 UTC 2022 | 12.362 ms
Mon Sep  5 04:28:12 UTC 2022 | 13.222 ms
Mon Sep  5 04:28:13 UTC 2022 | 12.637 ms
Mon Sep  5 04:28:14 UTC 2022 | 12.415 ms
Mon Sep  5 04:28:15 UTC 2022 | 12.738 ms
Mon Sep  5 04:28:16 UTC 2022 | 12.798 ms
Mon Sep  5 04:28:17 UTC 2022 | 19.689 ms
Mon Sep  5 04:28:18 UTC 2022 | 12.690 ms
Mon Sep  5 04:28:19 UTC 2022 | 12.405 ms
Mon Sep  5 04:28:21 UTC 2022 | 13.072 ms
Mon Sep  5 04:28:22 UTC 2022 | 12.813 ms
Mon Sep  5 04:28:23 UTC 2022 | 12.367 ms
Mon Sep  5 04:28:24 UTC 2022 | 13.096 ms
Mon Sep  5 04:28:25 UTC 2022 | 12.429 ms
Mon Sep  5 04:28:26 UTC 2022 | 12.915 ms
Mon Sep  5 04:28:27 UTC 2022 | 12.960 ms
Mon Sep  5 04:28:28 UTC 2022 | 12.071 ms
Mon Sep  5 04:28:29 UTC 2022 | 12.078 ms
Mon Sep  5 04:28:30 UTC 2022 | 12.095 ms
Mon Sep  5 04:28:31 UTC 2022 | 13.769 ms
Mon Sep  5 04:28:32 UTC 2022 | 12.512 ms
Mon Sep  5 04:28:33 UTC 2022 | 62.380 ms
Mon Sep  5 04:28:34 UTC 2022 | 12.823 ms
Mon Sep  5 04:28:35 UTC 2022 | 12.845 ms
Mon Sep  5 04:28:36 UTC 2022 | 13.815 ms
Mon Sep  5 04:28:37 UTC 2022 | 12.503 ms
Mon Sep  5 04:28:38 UTC 2022 | 12.538 ms
Mon Sep  5 04:28:40 UTC 2022 | 12.428 ms
Mon Sep  5 04:28:41 UTC 2022 | 12.879 ms
Mon Sep  5 04:28:42 UTC 2022 | 12.365 ms
Mon Sep  5 04:28:43 UTC 2022 | 11.981 ms
Mon Sep  5 04:28:44 UTC 2022 | 12.921 ms
Mon Sep  5 04:28:45 UTC 2022 | 12.649 ms
Mon Sep  5 04:28:46 UTC 2022 | 12.324 ms
Mon Sep  5 04:28:47 UTC 2022 | 14.779 ms
Mon Sep  5 04:28:48 UTC 2022 | 12.073 ms
Mon Sep  5 04:28:49 UTC 2022 | 12.763 ms
Mon Sep  5 04:28:50 UTC 2022 | 12.719 ms
Mon Sep  5 04:28:51 UTC 2022 | 12.967 ms
Mon Sep  5 04:28:52 UTC 2022 | 23.214 ms
Mon Sep  5 04:28:53 UTC 2022 | 12.547 ms
Mon Sep  5 04:28:54 UTC 2022 | 12.981 ms
Mon Sep  5 04:28:55 UTC 2022 | 12.530 ms
Mon Sep  5 04:28:56 UTC 2022 | 13.089 ms
Mon Sep  5 04:28:57 UTC 2022 | 13.967 ms
Mon Sep  5 04:28:58 UTC 2022 | 12.712 ms
Mon Sep  5 04:28:59 UTC 2022 | 19.421 ms
Mon Sep  5 04:29:00 UTC 2022 | 12.814 ms
Mon Sep  5 04:29:01 UTC 2022 | 12.079 ms
Mon Sep  5 04:29:03 UTC 2022 | 12.663 ms
Mon Sep  5 04:29:04 UTC 2022 | 12.675 ms
Mon Sep  5 04:29:05 UTC 2022 | 12.648 ms
Mon Sep  5 04:29:06 UTC 2022 | 13.267 ms
Mon Sep  5 04:29:07 UTC 2022 | 13.203 ms
Mon Sep  5 04:29:08 UTC 2022 | 12.635 ms
Mon Sep  5 04:29:09 UTC 2022 | 12.474 ms
Mon Sep  5 04:29:10 UTC 2022 | 12.831 ms
Mon Sep  5 04:29:11 UTC 2022 | 12.648 ms
Mon Sep  5 04:29:12 UTC 2022 | 13.132 ms
Mon Sep  5 04:29:13 UTC 2022 | 12.397 ms
Mon Sep  5 04:29:14 UTC 2022 | 14.748 ms
Mon Sep  5 04:29:15 UTC 2022 | 12.644 ms
Mon Sep  5 04:29:16 UTC 2022 | 12.958 ms
Mon Sep  5 04:29:17 UTC 2022 | 12.737 ms
Mon Sep  5 04:29:18 UTC 2022 | 13.144 ms
Mon Sep  5 04:29:19 UTC 2022 | 12.245 ms
Mon Sep  5 04:29:20 UTC 2022 | 12.765 ms
Mon Sep  5 04:29:21 UTC 2022 | 12.615 ms
Mon Sep  5 04:29:22 UTC 2022 | 12.779 ms
Mon Sep  5 04:29:23 UTC 2022 | 40.761 ms
Mon Sep  5 04:29:24 UTC 2022 | 12.284 ms
Mon Sep  5 04:29:26 UTC 2022 | 11.978 ms
Mon Sep  5 04:29:27 UTC 2022 | 12.981 ms
Mon Sep  5 04:29:28 UTC 2022 | 12.270 ms
Mon Sep  5 04:29:29 UTC 2022 | 12.887 ms
Mon Sep  5 04:29:30 UTC 2022 | 12.519 ms
Mon Sep  5 04:29:31 UTC 2022 | 13.670 ms
Mon Sep  5 04:29:32 UTC 2022 | 12.366 ms
Mon Sep  5 04:29:33 UTC 2022 | 12.433 ms
Mon Sep  5 04:29:34 UTC 2022 | 13.176 ms
Mon Sep  5 04:29:35 UTC 2022 | 12.335 ms
Mon Sep  5 04:29:36 UTC 2022 | 12.842 ms
Mon Sep  5 04:29:37 UTC 2022 | 16.296 ms
Mon Sep  5 04:29:38 UTC 2022 | 1909.575 ms
Mon Sep  5 04:29:41 UTC 2022 | 12.423 ms
Mon Sep  5 04:29:42 UTC 2022 | 15.607 ms
Mon Sep  5 04:29:43 UTC 2022 | 12.953 ms
Mon Sep  5 04:29:44 UTC 2022 | 12.705 ms
Mon Sep  5 04:29:45 UTC 2022 | 12.017 ms
Mon Sep  5 04:29:46 UTC 2022 | 15.361 ms
Mon Sep  5 04:29:47 UTC 2022 | 12.208 ms
Mon Sep  5 04:29:49 UTC 2022 | 12.501 ms
Mon Sep  5 04:29:50 UTC 2022 | 14.574 ms
Mon Sep  5 04:29:51 UTC 2022 | 15.122 ms
Mon Sep  5 04:29:52 UTC 2022 | 12.631 ms
Mon Sep  5 04:29:53 UTC 2022 | 11.980 ms
Mon Sep  5 04:29:54 UTC 2022 | 12.472 ms
Mon Sep  5 04:29:55 UTC 2022 | 12.604 ms
Mon Sep  5 04:29:56 UTC 2022 | 12.422 ms
Mon Sep  5 04:29:57 UTC 2022 | 12.074 ms
Mon Sep  5 04:29:58 UTC 2022 | 12.291 ms
Mon Sep  5 04:29:59 UTC 2022 | 12.606 ms
Mon Sep  5 04:30:00 UTC 2022 | 13.545 ms
Mon Sep  5 04:30:01 UTC 2022 | 12.780 ms
Mon Sep  5 04:30:02 UTC 2022 | 12.420 ms
Mon Sep  5 04:30:03 UTC 2022 | 11.835 ms
Mon Sep  5 04:30:04 UTC 2022 | 13.036 ms
Mon Sep  5 04:30:05 UTC 2022 | 12.291 ms
Mon Sep  5 04:30:06 UTC 2022 | 12.375 ms
Mon Sep  5 04:30:07 UTC 2022 | 12.570 ms
Mon Sep  5 04:30:08 UTC 2022 | 12.975 ms
Mon Sep  5 04:30:09 UTC 2022 | 12.631 ms
Mon Sep  5 04:30:10 UTC 2022 | 12.624 ms
Mon Sep  5 04:30:11 UTC 2022 | 12.648 ms
Mon Sep  5 04:30:13 UTC 2022 | 12.650 ms
Mon Sep  5 04:30:14 UTC 2022 | 12.947 ms
Mon Sep  5 04:30:15 UTC 2022 | 12.347 ms
Mon Sep  5 04:30:16 UTC 2022 | 12.809 ms
Mon Sep  5 04:30:17 UTC 2022 | 12.538 ms
Mon Sep  5 04:30:18 UTC 2022 | 12.756 ms
Mon Sep  5 04:30:19 UTC 2022 | 12.740 ms
Mon Sep  5 04:30:20 UTC 2022 | 12.763 ms
Mon Sep  5 04:30:21 UTC 2022 | 12.150 ms
Mon Sep  5 04:30:22 UTC 2022 | 12.211 ms
Mon Sep  5 04:30:23 UTC 2022 | 12.302 ms
Mon Sep  5 04:30:24 UTC 2022 | 12.601 ms
Mon Sep  5 04:30:25 UTC 2022 | 12.764 ms
Mon Sep  5 04:30:26 UTC 2022 | 12.776 ms
Mon Sep  5 04:30:27 UTC 2022 | 12.166 ms
Mon Sep  5 04:30:28 UTC 2022 | 12.710 ms
Mon Sep  5 04:30:29 UTC 2022 | 12.619 ms
Mon Sep  5 04:30:30 UTC 2022 | 12.801 ms
Mon Sep  5 04:30:31 UTC 2022 | 16.901 ms
Mon Sep  5 04:30:32 UTC 2022 | 12.739 ms
Mon Sep  5 04:30:33 UTC 2022 | 11.869 ms
Mon Sep  5 04:30:34 UTC 2022 | 34.974 ms
Mon Sep  5 04:30:36 UTC 2022 | 15.764 ms
Mon Sep  5 04:30:37 UTC 2022 | 11.903 ms
Mon Sep  5 04:30:38 UTC 2022 | 14.565 ms
Mon Sep  5 04:30:39 UTC 2022 | 12.978 ms
Mon Sep  5 04:30:40 UTC 2022 | 11.995 ms
Mon Sep  5 04:30:41 UTC 2022 | 11.939 ms
Mon Sep  5 04:30:42 UTC 2022 | 12.858 ms
Mon Sep  5 04:30:43 UTC 2022 | 12.351 ms
Mon Sep  5 04:30:44 UTC 2022 | 12.373 ms
Mon Sep  5 04:30:45 UTC 2022 | 12.843 ms
Mon Sep  5 04:30:46 UTC 2022 | 12.822 ms
Mon Sep  5 04:30:47 UTC 2022 | 11.722 ms
Mon Sep  5 04:30:48 UTC 2022 | 14.065 ms
Mon Sep  5 04:30:49 UTC 2022 | 12.618 ms
Mon Sep  5 04:30:50 UTC 2022 | 13.234 ms
Mon Sep  5 04:30:51 UTC 2022 | 12.676 ms
Mon Sep  5 04:30:52 UTC 2022 | 12.205 ms
Mon Sep  5 04:30:53 UTC 2022 | 11.832 ms
Mon Sep  5 04:30:54 UTC 2022 | 13.221 ms
Mon Sep  5 04:30:55 UTC 2022 | 12.973 ms
Mon Sep  5 04:30:56 UTC 2022 | 12.261 ms
Mon Sep  5 04:30:57 UTC 2022 | 13.355 ms
Mon Sep  5 04:30:59 UTC 2022 | 11.907 ms
Mon Sep  5 04:31:00 UTC 2022 | 11.854 ms
Mon Sep  5 04:31:01 UTC 2022 | 12.225 ms
Mon Sep  5 04:31:02 UTC 2022 | 12.657 ms
Mon Sep  5 04:31:03 UTC 2022 | 12.785 ms
Mon Sep  5 04:31:04 UTC 2022 | 12.017 ms
Mon Sep  5 04:31:05 UTC 2022 | 12.289 ms
Mon Sep  5 04:31:06 UTC 2022 | 12.772 ms
Mon Sep  5 04:31:07 UTC 2022 | 12.615 ms
Mon Sep  5 04:31:08 UTC 2022 | 11.906 ms
Mon Sep  5 04:31:09 UTC 2022 | 12.548 ms
Mon Sep  5 04:31:10 UTC 2022 | 12.600 ms
Mon Sep  5 04:31:11 UTC 2022 | 12.706 ms
Mon Sep  5 04:31:12 UTC 2022 | 12.621 ms
Mon Sep  5 04:31:13 UTC 2022 | 12.245 ms
Mon Sep  5 04:31:14 UTC 2022 | 12.756 ms
Mon Sep  5 04:31:15 UTC 2022 | 12.314 ms
Mon Sep  5 04:31:16 UTC 2022 | 16.619 ms
Mon Sep  5 04:31:17 UTC 2022 | 12.030 ms
Mon Sep  5 04:31:18 UTC 2022 | 14.119 ms
Mon Sep  5 04:31:19 UTC 2022 | 12.766 ms
Mon Sep  5 04:31:20 UTC 2022 | 12.183 ms
Mon Sep  5 04:31:22 UTC 2022 | 12.213 ms
Mon Sep  5 04:31:23 UTC 2022 | 12.682 ms
Mon Sep  5 04:31:24 UTC 2022 | 12.928 ms
Mon Sep  5 04:31:25 UTC 2022 | 12.742 ms
Mon Sep  5 04:31:26 UTC 2022 | 31.834 ms
Mon Sep  5 04:31:27 UTC 2022 | 25.428 ms
Mon Sep  5 04:31:28 UTC 2022 | 24.243 ms
Mon Sep  5 04:31:29 UTC 2022 | 355.266 ms
Mon Sep  5 04:31:30 UTC 2022 | 12.656 ms
Mon Sep  5 04:31:31 UTC 2022 | 522.557 ms
Mon Sep  5 04:31:33 UTC 2022 | 17.348 ms
Mon Sep  5 04:31:34 UTC 2022 | 20.498 ms
Mon Sep  5 04:31:35 UTC 2022 | FAIL
Mon Sep  5 04:31:46 UTC 2022 | 119.581 ms
Mon Sep  5 04:31:47 UTC 2022 | 11.919 ms
Mon Sep  5 04:31:48 UTC 2022 | 11.774 ms
Mon Sep  5 04:31:49 UTC 2022 | 12.558 ms
Mon Sep  5 04:31:50 UTC 2022 | 12.683 ms
Mon Sep  5 04:31:51 UTC 2022 | 11.968 ms
Mon Sep  5 04:31:52 UTC 2022 | 15.987 ms
Mon Sep  5 04:31:53 UTC 2022 | 12.866 ms
Mon Sep  5 04:31:54 UTC 2022 | 122.233 ms
Mon Sep  5 04:31:56 UTC 2022 | 18.745 ms
Mon Sep  5 04:31:57 UTC 2022 | 23.156 ms
Mon Sep  5 04:31:58 UTC 2022 | 23.215 ms
Mon Sep  5 04:31:59 UTC 2022 | 3162.391 ms
Mon Sep  5 04:32:03 UTC 2022 | 12.210 ms
Mon Sep  5 04:32:04 UTC 2022 | 11.877 ms
Mon Sep  5 04:32:05 UTC 2022 | 11.974 ms
Mon Sep  5 04:32:06 UTC 2022 | 12.392 ms
Mon Sep  5 04:32:07 UTC 2022 | 12.864 ms
Mon Sep  5 04:32:08 UTC 2022 | 16.355 ms
Mon Sep  5 04:32:09 UTC 2022 | 14.030 ms
Mon Sep  5 04:32:10 UTC 2022 | 18.144 ms
Mon Sep  5 04:32:11 UTC 2022 | 14.018 ms
Mon Sep  5 04:32:12 UTC 2022 | 19.081 ms
Mon Sep  5 04:32:13 UTC 2022 | 100.342 ms
Mon Sep  5 04:32:15 UTC 2022 | 63.448 ms
Mon Sep  5 04:32:16 UTC 2022 | 42.196 ms
Mon Sep  5 04:32:17 UTC 2022 | 252.889 ms
Mon Sep  5 04:32:18 UTC 2022 | 86.670 ms
Mon Sep  5 04:32:19 UTC 2022 | 13.899 ms
Mon Sep  5 04:32:20 UTC 2022 | 15.441 ms
Mon Sep  5 04:32:21 UTC 2022 | 42.155 ms
Mon Sep  5 04:32:22 UTC 2022 | 12.678 ms
Mon Sep  5 04:32:23 UTC 2022 | 27.969 ms
Mon Sep  5 04:32:24 UTC 2022 | 15.394 ms
Mon Sep  5 04:32:25 UTC 2022 | 19.476 ms
Mon Sep  5 04:32:27 UTC 2022 | 90.315 ms
Mon Sep  5 04:32:28 UTC 2022 | 12.502 ms
Mon Sep  5 04:32:29 UTC 2022 | 28.187 ms
Mon Sep  5 04:32:30 UTC 2022 | 224.822 ms
Mon Sep  5 04:32:31 UTC 2022 | 245.662 ms
Mon Sep  5 04:32:32 UTC 2022 | 17.081 ms
Mon Sep  5 04:32:33 UTC 2022 | 23.382 ms
Mon Sep  5 04:32:34 UTC 2022 | 22.602 ms
Mon Sep  5 04:32:35 UTC 2022 | 16.741 ms
Mon Sep  5 04:32:36 UTC 2022 | 14.813 ms
Mon Sep  5 04:32:38 UTC 2022 | 16.005 ms
Mon Sep  5 04:32:39 UTC 2022 | 13.672 ms
Mon Sep  5 04:32:40 UTC 2022 | 13.226 ms
Mon Sep  5 04:32:41 UTC 2022 | 12.478 ms
Mon Sep  5 04:32:42 UTC 2022 | 11.938 ms
